0,MATCH (N0)=[ANY SHORTEST ?p :E*]=>(N3000) RETURN ?p LIMIT 100000
1085,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1086,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1087,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1088,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1089,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1090,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1091,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1092,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1093,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1094,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1095,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1096,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1097,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1098,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1099,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1100,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1101,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1102,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1103,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1104,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1105,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1106,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1107,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1108,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1109,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1110,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1111,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1112,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1113,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1114,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1115,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1116,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1117,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1118,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1119,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1120,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,56}]=>(?n) RETURN ?p LIMIT 100000
1121,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1122,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1123,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1124,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1125,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1126,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1127,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1128,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1129,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1130,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1131,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1132,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1133,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1134,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1135,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1136,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1137,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1138,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1139,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1140,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1141,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1142,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1143,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1144,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1145,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1146,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1147,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1148,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1149,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1150,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1151,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1152,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1153,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1154,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1155,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1156,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1157,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1158,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1159,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1160,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,58}]=>(?n) RETURN ?p LIMIT 100000
1161,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1162,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1163,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1164,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1165,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1166,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1167,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1168,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1169,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1170,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1171,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1172,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1173,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1174,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1175,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1176,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1177,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1178,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1179,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1180,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1181,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1182,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1183,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1184,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1185,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1186,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1187,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1188,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1189,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1190,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1191,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1192,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1193,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1194,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1195,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1196,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1197,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1198,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1199,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1200,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,60}]=>(?n) RETURN ?p LIMIT 100000
1201,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1202,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1203,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1204,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1205,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1206,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1207,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1208,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1209,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1210,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1211,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1212,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1213,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1214,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1215,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1216,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1217,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1218,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1219,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1220,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1221,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1222,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1223,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1224,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1225,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1226,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1227,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1228,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1229,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1230,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1231,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1232,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1233,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1234,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1235,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1236,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1237,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1238,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1239,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1240,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,62}]=>(?n) RETURN ?p LIMIT 100000
1241,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1242,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1243,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1244,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1245,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1246,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1247,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1248,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1249,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1250,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1251,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1252,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1253,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1254,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1255,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1256,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1257,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1258,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1259,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1260,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1261,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1262,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1263,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1264,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1265,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1266,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1267,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1268,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1269,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1270,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1271,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1272,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1273,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1274,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1275,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1276,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1277,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1278,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1279,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1280,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,64}]=>(?n) RETURN ?p LIMIT 100000
1281,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1282,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1283,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1284,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1285,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1286,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1287,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1288,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1289,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1290,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1291,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1292,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1293,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1294,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1295,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1296,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1297,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
1298,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,66}]=>(?n) RETURN ?p LIMIT 100000
